268535783,300237655663
268535783,300335619493
268535783,300718657298
268535783,300674919751
268535783,300187772544
268535783,300247840390
268535783,300398880447
268535783,300041796965
268535783,300261267377
268535783,300674232232
268535783,300574889611
268535783,300844605730
268535783,300210463807
268535783,300876634423
268535783,300067103651
268535783,300159099826
268535783,300285730772
268535783,300787326949
268535783,300210525738
268535783,300745955086
268535783,300138166031
268535783,300970795831
268535783,300415552016
268535783,300713306081
268535783,300296479202
268535783,300159204341
268535783,300995418144
268535783,300543716470
268535783,300185887055
268535783,300369577291
268535783,300468509993
268535783,300448165191
268535783,300392298332
268535783,300127128194
268535783,300320047289
268535783,300625770202
268535783,300404514494
268535783,300463742661
268535783,300274147323
268535783,300524778725
268535783,300341088872
268535783,300482438417
268535783,300318691236
268535783,300542302526
268535783,300926812708
268535783,300891937910
268535783,300383304633
268535783,300875902509
268535783,300003559465
268535783,300177828893
268535783,300511082055
268535783,300880060397
268535783,300426571558
268535783,300004322778
268535783,300483890195
268535783,300437068146
268535783,300124513199
268535783,300068536551
268535783,300421639895
268535783,300977953317
268535783,300828511558
268535783,300411013957
268535783,300614160573
268535783,300980728984
268535783,300712803105
268535783,300107460405
268535783,300323683154
268535783,300877155163
268535783,300407945563
268535783,300606306891
268535783,300248477791
268535783,300107401297
268535783,300645567129
268535783,300515112424
268535783,300680080375
268535783,300157631488
268535783,300761279498
268535783,300130382820
268535783,300848836628
268535783,300281304832
268535783,300158365977
268535783,300722313764
268535783,300670248549
268535783,300023152196
268535783,300595744883
268535783,300423320636
268535783,300237956746
268535783,300365444751
268535783,300174192243
268535783,300262302097
268535783,300520580485
268535783,300341611740
268535783,300711099088
268535783,300178506493
268535783,300957081834
268535783,300016478953
268535783,300994213180
268535783,300658992901
268535783,300849851132
268535783,300942174987
268535783,300584345888
268535783,300715929893
268535783,300420912955
268535783,300890068486
268535783,300246597411
268535783,300612459550
268535783,300866969625
268535783,300665685818
268535783,300461130301
268535783,300588848699
268535783,300925568031
268535783,300036577900
268535783,300480081396
268535783,300782720526
268535783,300445371423
268535783,300283814920
268535783,300712346185
268535783,300422566974
268535783,300435344725
268535783,300890919650
268535783,300297167038
268535783,300708446125
268535783,300260546163
268535783,300248834259
268535783,300924390112
268535783,300750586576
268535783,300472688446
268535783,300376929829
268535783,300903694554
268535783,300607156479
268535783,300472968694
268535783,300905268272
268535783,300683971603
268535783,300345887817
268535783,300684419375
268535783,300712352036
268535783,300191090003
268535783,300295877270
268535783,300900029485
268535783,300434833110
268535783,300825382461
268535783,300702172002
268535783,300237112201
268535783,300317148052
268535783,300631750162
268535783,300287024815
268535783,300619394971
268535783,300354237883
268535783,300110748622
268535783,300541638347
268535783,300609819343
268535783,300452985286
268535783,300823120324
268535783,300815109591
268535783,300587659340
268535783,300925008186
268535783,300278670069
268535783,300684024816
