ROOT_ADMIN,SITE_NAME,CREATE_PDS,PDS_TYPE,SERIAL_NUM,SVR_HOST_LABEL,SVR_PDH_URI,SVR_PDH_PASSWORD,SVR_CHECK_JOBS_URI,SVR_CHECK_JOB_INTERVAL,CREATE_PRINTER,PRINTER_ID,PRINTER_NAME,PRN_LATITUDE,PRN_LONGITUDE,MANUFACTURER_NAME,MODEL_NAME,DISP_MANUFACTURER_NAME,PRINTER_DISPLAY_MODEL,PRN_LOC_DESC,PRINTER_DEPARTMENT,PWC_ENABLED,DOCAPI_ENABLED,EMAIL_ENABLED,IPP_PDS_LAN,IPP_LAN_ONLY,ALTERNATE_PDH_URL,PRN_ADDR1,PRN_CITY,PRN_PROV,PRN_COUNTRY,PRN_POST,PDS_OUTPUT_TYPE,PDS_ADDRESS,PRINTER_MDL_NAME,PRINT_MANAGEMENT_SERVICE,PRINT_MANAGEMENT_SERVICE2,ENABLED_ADVANCED_INTEGRATION,INJECT_PJL_HEADER
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3385,,,Samsung,Universal EMU V1,Samsung,CLP-360 Series,DBA-TEST3385,,0,1,0,,,,,,,,,,,CLP-360 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3386,,,Samsung,Universal EMU V1,Samsung,CLP-775 Series,DBA-TEST3386,,0,1,0,,,,,,,,,,,CLP-775 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3387,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3387,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3428,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3428,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3429,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3429,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3430,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3430,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3695,,,Samsung,Universal EMU V1,Samsung,CLX-9252 9352 Series,DBA-TEST3695,,0,1,0,,,,,,,,,,,CLX-9252 9352 Series,55,56,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3696,,,Samsung,Universal EMU V1,Samsung,CLX-9252 9352 Series,DBA-TEST3696,,0,1,0,,,,,,,,,,,CLX-9252 9352 Series,55,56,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3697,,,Samsung,Universal EMU V1,Samsung,CLX-9252 9352 Series,DBA-TEST3697,,0,1,0,,,,,,,,,,,CLX-9252 9352 Series,55,56,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3120,,,Samsung,Universal EMU V1,Samsung,CLP-775 Series,DBA-TEST3120,,0,1,0,,,,,,,,,,,CLP-775 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3121,,,Samsung,Universal EMU V1,Samsung,CLP-360 Series,DBA-TEST3121,,0,1,0,,,,,,,,,,,CLP-360 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3122,,,Samsung,Universal EMU V1,Samsung,CLP-360 Series,DBA-TEST3122,,0,1,0,,,,,,,,,,,CLP-360 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3284,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3284,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3285,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3285,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3286,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3286,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3330,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3330,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3331,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3331,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3341,,,Samsung,Universal EMU V1,Samsung,CLP-775 Series,DBA-TEST3341,,0,1,0,,,,,,,,,,,CLP-775 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3458,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3458,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3459,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3459,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3460,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3460,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3747,,,Samsung,Universal EMU V1,Samsung,CLX-9252 9352 Series,DBA-TEST3747,,0,1,0,,,,,,,,,,,CLX-9252 9352 Series,55,56,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3748,,,Samsung,Universal EMU V1,Samsung,CLP-775 Series,DBA-TEST3748,,0,1,0,,,,,,,,,,,CLP-775 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3749,,,Samsung,Universal EMU V1,Samsung,SCX-483x 5x3x Series,DBA-TEST3749,,0,1,0,,,,,,,,,,,SCX-483x 5x3x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3114,,,Samsung,Universal EMU V1,Samsung,CLP-360 Series,DBA-TEST3114,,0,1,0,,,,,,,,,,,CLP-360 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3142,,,Samsung,Universal EMU V1,Samsung,CLP-310 Series,DBA-TEST3142,,0,1,0,,,,,,,,,,,CLP-310 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3152,,,Samsung,Universal EMU V1,Samsung,CLP-360 Series,DBA-TEST3152,,0,1,0,,,,,,,,,,,CLP-360 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3206,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3206,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3207,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3207,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3208,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3208,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3255,,,Samsung,Universal EMU V1,Samsung,ML-451x 501x Series,DBA-TEST3255,,0,1,0,,,,,,,,,,,ML-451x 501x Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3256,,,Samsung,Universal EMU V1,Samsung,CLP-360 Series,DBA-TEST3256,,0,1,0,,,,,,,,,,,CLP-360 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3389,,,Samsung,Universal EMU V1,Samsung,CLP-775 Series,DBA-TEST3389,,0,1,0,,,,,,,,,,,CLP-775 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3390,,,Samsung,Universal EMU V1,Samsung,CLP-775 Series,DBA-TEST3390,,0,1,0,,,,,,,,,,,CLP-775 Series,55,,0,0
jstairs@printeron.com,DBACampus,0,1,SGGA-NQ6Q-W82V,DBACampus,,,,,1,300257096417,DBA-TEST3394,,,Samsung,Universal EMU V1,Samsung,CLP-775 Series,DBA-TEST3394,,0,1,0,,,,,,,,,,,CLP-775 Series,55,,0,0
